SN,Lat1,Long1,Lat2,Long2,
840,,,27.576251,79.315043,
841,,,27.26794,79.630888,
842,,,27.27943,79.63948,
843,,,27.622929,79.27606,
844,,,27.424902,79.427174,
845,,,27.434685,79.641842,
846,,,27.480683,79.661126,
847,,,27.517855,79.432256,
848,,,27.539924,79.419333,
849,,,27.3914217,79.3940818,
850,,,27.61106,79.2064667,
851,,,27.5289578,79.5975733,
852,,,25.856647,81.193179,
853,,,26.0123967,80.2952836,
854,,,25.9116779,80.2948758,
855,,,25.783165,80.6154339,
856,,,25.759209,80.886115,
857,,,25.860013,80.643783,
858,,,25.794707,80.741513,
859,,,25.9779383,81.0377966,
860,,,26.1378559,80.4599786,
861,,,26.1588399,80.5357597,
862,,,25.775374,81.1639,
863,,,25.591061,81.168376,
864,,,25.8703206,80.9060747,
865,,,25.8497657,80.9562321,
866,,,25.9253317,81.0420823,
867,,,26.056323,80.516491,
868,,,25.914257,80.4972051,
869,,,26.0360826,80.7037738,
870,,,26.168315,80.567072,
871,,,25.9341482,80.7337679,
872,,,25.970006,80.764211,
873,,,25.829251,81.051058,
874,,,25.655157,81.102352,
875,,,25.9510984,81.023646,
876,,,25.9885067,81.0745218,
877,,,25.9937471,80.7225033,
878,,,26.0846682,80.3177123,
879,,,25.8098263,80.5905567,
880,,,25.7442274,80.7519703,
881,,,25.9668351,80.8944318,
882,,,25.847314,81.004707,
883,,,25.7505537,81.1580921,
884,,,25.6546412,80.9584927,
885,,,25.5595193,81.13529,
886,,,26.030836,80.403961,
887,,,26.143918,80.611421,
888,,,25.8581036,81.1508017,
889,,,25.921226,80.617948,
890,,,26.0375613,80.5781061,
891,,,25.5367315,81.179169,
892,,,25.9343219,80.7921109,
893,,,25.7667548,81.0999055,
894,,,27.2321877,78.5012623,
895,,,27.245891,78.502364,
896,,,27.29835,78.580457,
897,,,27.122093,78.592597,
898,,,27.1495597,78.7003383,
899,,,27.245701,78.231009,
900,,,27.180336,78.22558,
901,,,26.828615,78.7024768,
902,,,27.037771,78.721705,
903,,,27.151513,78.704217,
904,,,27.1307767,78.5986675,
905,,,27.2592408,78.7035669,
906,,,27.2531768,78.6231599,
907,,,27.344748,78.597551,
908,,,27.214358,78.393288,
909,,,27.167538,78.396314,
910,,,27.248013,78.436292,
911,,,27.152907,78.435651,
912,,,27.0485237,78.7030093,
913,,,27.2300682,78.645396,
914,,,27.1359402,78.5189815,
915,,,27.1079434,78.6100771,
916,,,27.2384,78.2529684,
917,,,27.1313573,78.4556332,
918,,,27.218777,78.385467,
919,,,28.5372933,77.5786167,
920,,,28.5781016,77.5556203,
921,,,28.6140365,77.5810302,
922,,,28.443692,77.62869,
923,,,28.19272,77.6923358,
924,,,28.513913,77.614668,
925,,,28.4438406,77.5611783,
926,,,28.5563711,77.5506555,
927,,,28.1298622,77.5564774,
928,,,28.83342,77.554068,
929,,,28.786661,77.466402,
930,,,28.722076,77.4333,
931,,,28.746914,77.289417,
932,,,28.737717,77.311756,
933,,,28.7234739,77.3739688,
934,,,28.661869,77.42893,
935,,,28.711187,77.457308,
936,,,28.7964382,77.6214068,
937,,,28.7730705,77.5076732,
938,,,28.8598982,77.5887575,
939,,,25.5646492,83.2221377,
940,,,25.7636551,83.57168,
941,,,25.7171233,83.5190468,
942,,,25.8175032,83.41546,
943,,,25.7467943,83.3922761,
944,,,25.6522821,83.148448,
945,,,25.5297596,83.316029,
946,,,25.5681494,83.382252,
947,,,25.5434412,83.4237121,
948,,,25.59818,83.5469756,
949,,,25.6289072,83.7434181,
950,,,25.5686135,83.9034379,
951,,,25.5733128,83.8529817,
952,,,25.7636869,83.8573205,
953,,,25.7826933,83.7979271,
954,,,25.7339135,83.2522176,
955,,,25.673065,83.410876,
956,,,25.5685603,83.5321118,
957,,,25.671612,83.442217,
958,,,25.5869113,83.709223,
959,,,25.445782,83.706323,
960,,,25.395011,83.665096,
961,,,25.317609,83.577573,
962,,,25.377484,83.650636,
963,,,25.8273133,83.6019401,
964,,,25.6995217,83.7129101,
965,,,25.844568,83.665781,
966,,,25.821605,83.512188,
967,,,25.6414353,83.7580884,
968,,,25.8007017,83.5609618,
969,,,25.7463537,83.5328488,
970,,,25.5313249,83.6569668,
971,,,25.4480812,83.4926956,
972,,,25.473395,83.459761,
973,,,25.603411,83.600599,
974,,,25.414875,83.559375,
975,,,25.609032,83.081211,
976,,,25.6065757,83.1854841,
977,,,25.6234455,83.7563464,
978,,,25.779292,83.667982,
979,,,25.742773,83.376287,
980,,,25.770549,83.591951,
981,,,25.6155883,83.6049284,
982,,,25.4966967,83.5612251,
983,,,25.5606567,83.2301751,
984,,,25.4397,83.7620484,
985,,,27.077543,82.457234,
986,,,27.000216,82.513681,
987,,,26.881355,81.8537001,
988,,,26.975757,81.910666,
989,,,27.0083543,82.3472705,
990,,,27.004501,82.351374,
991,,,27.1199,81.679551,
992,,,27.09567,81.635539,
993,,,27.139564,81.759951,
994,,,27.155256,81.798098,
995,,,27.294033,82.043396,
996,,,27.292943,82.03147,
997,,,27.0691186,82.0410541,
998,,,27.206249,81.793675,
999,,,27.2338041,81.7644834,
1000,,,27.119255,81.967856,
1001,,,27.0539418,82.2105753,
1002,,,27.093134,82.25059,
1003,,,27.220625,82.134623,
1004,,,27.18064,82.144073,
1005,,,26.867043,82.136943,
1006,,,26.850406,82.184785,
1007,,,27.166539,81.968464,
1008,,,27.206384,81.990454,
1009,,,27.0347597,81.7838911,
1010,,,26.973266,81.725902,
1011,,,27.380442,81.95627,
1012,,,27.283809,81.918393,
1013,,,26.956041,81.990342,
1014,,,26.83081,81.945692,
1015,,,26.947913,82.1179383,
1016,,,27.0342493,82.0761826,
1017,,,27.1266609,81.9385096,
1018,,,27.0605701,82.2075865,
1019,,,26.9600853,81.9858345,
1020,,,27.1323868,81.7010226,
1021,,,26.6873664,83.54421,
1022,,,26.7034315,83.5252256,
1023,,,26.6225477,83.2597345,
1024,,,26.6246865,83.2379748,
1025,,,26.7924401,83.4303406,
1026,,,26.8014452,83.3924451,
1027,,,26.5323306,83.5908884,
1028,,,26.6777983,83.4108982,
1029,,,26.7180212,83.4379452,
1030,,,26.6737519,83.1786234,
1031,,,26.5564579,83.3441478,
1032,,,26.340114,83.496506,
1033,,,26.317106,83.466986,
1034,,,26.3549102,83.4076205,
1035,,,26.7705507,83.2789135,
1036,,,26.9815983,83.2495084,
1037,,,26.84894,83.2538468,
1038,,,26.8129499,83.2595316,
1039,,,26.5987408,83.1603007,
1040,,,26.629042,83.136161,
1041,,,26.662516,83.108995,
1042,,,26.755128,83.215321,
1043,,,26.7307604,83.2332733,
1044,,,26.4676171,83.4395206,
1045,,,26.383715,83.358247,
1046,,,26.5532882,83.3504773,
1047,,,26.6380956,83.2782723,
1048,,,26.9257934,83.3155161,
1049,,,26.9180236,83.3422504,
1050,,,26.449295,83.437193,
1051,,,26.410749,83.44585,
1052,,,26.356141,83.351833,
1053,,,26.351129,83.357603,
1054,,,26.293474,83.496862,
1055,,,26.321474,83.563661,
1056,,,26.6532483,83.4982884,
1057,,,26.803156,83.393613,
1058,,,26.601693,83.518635,
1059,,,26.584783,83.561852,
1060,,,26.487649,83.268755,
1061,,,26.410005,83.280043,
1062,,,26.407073,83.185558,
1063,,,26.432989,83.164666,
1064,,,26.4894183,83.1763751,
1065,,,26.55863,83.1837918,
1066,,,26.471921,83.326298,
1067,,,26.329614,83.380441,
1068,,,26.502986,83.395632,
1069,,,26.516457,83.4149,
1070,,,26.55144,83.392261,
1071,,,26.513495,83.345258,
1072,,,26.550988,83.28286,
1073,,,26.50399,83.200401,
1074,,,26.8717644,83.3582393,
1075,,,26.906806,83.263955,
1076,,,26.861469,83.187739,
1077,,,27.0594676,83.1453153,
1078,,,27.0231503,83.2647477,
1079,,,26.7300484,83.2455175,
1080,,,26.8115071,83.2180123,
1081,,,26.8207169,83.1961232,
1082,,,26.7890332,83.1916458,
1083,,,26.7509755,83.1829509,
1084,,,26.748125,83.244302,
1085,,,27.029104,83.345006,
1086,,,26.907241,83.333708,
1087,,,26.918856,83.283435,
1088,,,26.606104,83.420512,
1089,,,26.582464,83.609123,
1090,,,26.756155,83.381044,
1091,,,26.830258,83.184695,
1092,,,26.689005,83.22971,
1093,,,26.67802,83.341187,
1094,,,26.738346,83.501036,
1095,,,26.769782,83.520749,
1096,,,26.820054,83.520185,
1097,,,26.814043,83.500308,
1098,,,26.787356,83.560098,
1099,,,26.630443,83.580691,
1100,,,26.642756,83.583977,
1101,,,26.741508,83.60499,
1102,,,26.878887,83.435307,
1103,,,26.848696,83.446252,
1104,,,26.8992372,83.4899224,
1105,,,26.928167,83.382512,
1106,,,26.791824,83.265111,
1107,,,26.554554,83.23159,
1108,,,26.419853,83.1387835,
1109,,,26.915179,83.335508,
1110,,,26.955354,83.365415,
1111,,,26.8210486,83.3722649,
1112,,,26.5624567,83.2343118,
1113,,,26.748128,83.177037,
1114,,,26.5355176,83.4064844,
1115,,,26.729962,83.230905,
1116,,,26.747666,83.3693581,
1117,,,26.6859572,83.5928971,
1118,,,26.7145856,83.5930333,
1119,,,26.7034365,83.4480336,
1120,,,26.8254067,83.4054251,
1121,,,26.4541616,83.261605,
1122,,,26.5042197,83.3246647,
1123,,,26.3044613,83.5528046,
1124,,,25.9791021,79.9814016,
1125,,,25.9077124,79.8927612,
1126,,,25.988098,79.93836,
1127,,,25.646537,80.099137,
1128,,,25.6686694,80.2429524,
1129,,,25.58742,79.496369,
1130,,,25.618411,79.489714,
1131,,,25.503032,79.624275,
1132,,,25.5913483,79.6178134,
1133,,,25.596782,79.65489,
1134,,,25.749329,79.556219,
1135,,,25.656881,79.475443,
1136,,,25.804715,79.470067,
1137,,,25.837455,79.63786,
1138,,,25.727931,79.696688,
1139,,,25.739545,79.804713,
1140,,,25.8656767,79.87165,
1141,,,25.900963,79.664922,
1142,,,25.6844208,80.1032567,
1143,,,25.6435567,79.741528,
1144,,,25.657492,79.913508,
1145,,,25.60651,79.94459,
1146,,,25.815079,80.186106,
1147,,,25.867222,80.161876,
1148,,,25.883735,80.193831,
1149,,,26.056862,80.064488,
1150,,,25.691665,80.0911851,
1151,,,25.575682,79.558254,
1152,,,25.620818,79.406383,
1153,,,25.66565,79.806709,
1154,,,25.740607,79.488065,
1155,,,25.768095,79.676589,
1156,,,25.9574401,80.1493954,
1157,,,25.819962,80.14823,
1158,,,28.6580468,78.1076173,
1159,,,28.6973903,78.0944886,
1160,,,28.8086713,78.0587173,
1161,,,28.7674268,77.9974793,
1162,,,28.734881,78.005195,
1163,,,28.7404822,77.9744651,
1164,,,28.7203991,77.9256954,
1165,,,28.73289,77.8823634,
1166,,,28.631917,77.663836,
1167,,,28.73784,77.756771,
1168,,,28.6386748,77.6449746,
1169,,,28.7173616,77.7428944,
1170,,,28.7878838,78.0844471,
1171,,,27.176578,80.5173354,
1172,,,27.142482,80.508981,
1173,,,27.099155,80.397828,
1174,,,27.0194214,80.40417,
1175,,,27.1638297,80.3335336,
1176,,,27.212708,80.339853,
1177,,,27.219494,80.254168,
1178,,,27.026042,80.1522077,
1179,,,27.08493,80.1957001,
1180,,,27.0872083,80.2533634,
1181,,,27.1181155,80.1231579,
1182,,,27.1824939,80.0367658,
1183,,,27.7283038,80.1687242,
1184,,,27.558565,80.1652784,
1185,,,27.527319,80.170531,
1186,,,27.649041,79.942856,
1187,,,27.5952818,79.9844562,
1188,,,27.5762421,80.007187,
1189,,,27.5527964,80.0137478,
1190,,,27.233389,80.472837,
1191,,,27.229834,80.503399,
1192,,,27.194796,80.593614,
1193,,,27.438025,80.240871,
1194,,,27.452426,80.354896,
1195,,,27.346351,80.28216,
1196,,,27.118134,80.617586,
1197,,,27.234535,79.884562,
1198,,,27.323136,79.835111,
1199,,,27.415358,79.837935,
1200,,,27.38921,80.014338,
1201,,,27.382196,79.907243,
1202,,,27.2882217,80.1256301,
1203,,,27.244694,80.087029,
1204,,,27.359626,80.052384,
1205,,,27.477175,79.7851584,
1206,,,27.58104,79.7909268,
1207,,,27.2015,80.0148518,
1208,,,27.4865933,80.0777718,
1209,,,27.07907,80.27958,
1210,,,27.141989,80.307921,
1211,,,26.955178,80.381079,
1212,,,27.0611517,80.4903396,
1213,,,27.3352212,80.1333073,
1214,,,27.2315468,79.9891071,
1215,,,27.1160534,80.1593868,
1216,,,26.961614,80.048681,
1217,,,27.251911,80.3196764,
1218,,,27.319935,80.4142656,
1219,,,27.1293532,80.7558597,
1220,,,27.5325281,80.2491056,
1221,,,27.7532987,80.22474,
1222,,,27.6334601,79.7957101,
1223,,,27.599068,79.980289,
1224,,,27.6707344,80.0481815,
1225,,,27.4606383,80.0947757,
1226,,,27.2584755,79.7838507,
1227,,,27.3281105,79.980703,
1228,,,27.3884875,80.17769,
1229,,,27.0433633,80.5288534,
1230,,,27.432839,79.79932,
1231,,,27.187928,80.044071,
1232,,,27.4113262,80.1559565,
1233,,,27.6509283,79.94106,
1234,,,27.6665513,78.1083343,
1235,,,27.620663,78.0547975,
1236,,,27.5515612,77.9541594,
1237,,,27.4404091,78.0281035,
1238,,,27.4612428,77.9504255,
1239,,,27.7325682,78.4681723,
1240,,,27.80201,78.4197151,
1241,,,27.6424917,78.3052768,
1242,,,27.5934017,78.2689184,
1243,,,27.696012,78.0316095,
1244,,,27.5641839,78.1542203,
1245,,,27.4938094,78.1420298,
1246,,,27.4376609,78.135356,
1247,,,27.3682014,77.9410734,
1248,,,27.6916687,78.0700161,
1249,,,27.6300846,78.2036325,
1250,,,27.4857836,77.9643132,
1251,,,27.6930506,78.3658094,
1252,,,26.3059017,79.1302134,
1253,,,25.993162,79.829728,
1254,,,26.2171167,79.5592418,
1255,,,26.126854,79.63615,
1256,,,26.380429,79.418972,
1257,,,26.3624348,79.4157702,
1258,,,26.35869,79.2842384,
1259,,,26.360083,79.225502,
1260,,,26.34842,79.1818817,
1261,,,26.0153667,79.8727118,
1262,,,26.019385,79.1669051,
1263,,,25.951445,79.0057968,
1264,,,26.1709967,79.2601584,
1265,,,26.172431,79.385861,
1266,,,25.875693,79.423922,
1267,,,25.905745,79.4750434,
1268,,,26.1722133,79.1408034,
1269,,,26.268573,79.187889,
1270,,,25.98193,79.14998,
1271,,,25.97634,79.4557784,
1272,,,26.1211548,79.7548897,
1273,,,26.140274,79.335119,
1274,,,25.9869703,79.1399691,
1275,,,26.2800206,79.1805587,
1276,,,25.761376,82.732999,
1277,,,25.695937,82.90327,
1278,,,25.710897,82.812826,
1279,,,25.700658,82.620263,
1280,,,25.6805051,82.3524017,
1281,,,25.877516,82.476233,
1282,,,25.7991497,82.5730697,
1283,,,25.7754161,82.5559996,
1284,,,25.8724455,82.4216978,
1285,,,25.648903,82.595087,
1286,,,25.8413805,82.3144679,
1287,,,25.556186,82.619391,
1288,,,25.576588,82.513007,
1289,,,25.6454225,82.2039778,
1290,,,25.649679,82.152812,
1291,,,25.9691598,82.4431857,
1292,,,25.945428,82.549426,
1293,,,25.986447,82.534879,
1294,,,25.75319,82.746469,
1295,,,25.657842,82.951187,
1296,,,26.024207,82.627159,
1297,,,25.653988,82.924106,
1298,,,25.626071,82.976619,
1299,,,25.798086,82.228539,
1300,,,25.672211,82.728829,
1301,,,25.58827,82.7154351,
1302,,,25.7158498,82.2697057,
1303,,,25.6753,82.392171,
1304,,,25.6094925,82.3728801,
1305,,,25.83464,82.516037,
1306,,,25.7298961,82.7074476,
1307,,,25.892962,82.763029,
1308,,,25.8361651,82.7160948,
1309,,,25.711047,82.743095,
1310,,,25.639019,82.614533,
1311,,,25.625245,82.5820351,
1312,,,25.4911449,82.5681764,
1313,,,25.601111,82.930665,
1314,,,25.6249317,82.1718818,
1315,,,25.635928,83.016112,
1316,,,25.5862743,83.0252589,
1317,,,25.610292,82.515992,
1318,,,25.553663,82.626575,
1319,,,25.511874,82.57027,
1320,,,25.664194,82.772616,
1321,,,25.704266,82.827065,
1322,,,25.586701,83.00225,
1323,,,25.691357,83.010709,
1324,,,25.786147,82.476374,
1325,,,25.72784,82.465239,
1326,,,25.684605,82.3670033,
1327,,,25.5976571,82.4507262,
1328,,,25.525317,82.382884,
1329,,,25.631558,82.808545,
1330,,,25.845719,82.399222,
1331,,,25.9641364,82.6944302,
1332,,,26.125475,82.4532268,
1333,,,26.143195,82.582497,
1334,,,25.851646,82.677749,
1335,,,26.090743,82.489036,
1336,,,25.980195,82.577855,
1337,,,25.741507,84.6261,
1338,,,25.806024,82.68967,
1339,,,25.668201,82.399147,
1340,,,25.6329983,82.6076201,
1341,,,25.8556004,82.4203563,
1342,,,25.993767,82.5631629,
1343,,,26.0134164,82.6734154,
1344,,,25.563385,82.7651465,
1345,,,25.310364,78.517129,
1346,,,25.8447283,79.0739834,
1347,,,25.2339245,78.4678557,
1348,,,25.612848,79.1838514,
1349,,,25.6193534,79.241612,
1350,,,25.578711,79.239155,
1351,,,25.7114803,79.1637591,
1352,,,25.7313533,79.2406034,
1353,,,25.2379464,79.1969298,
1354,,,25.1749709,79.1817151,
1355,,,25.2475957,79.0664177,
1356,,,25.3107265,79.0009515,
1357,,,25.557184,78.802336,
1358,,,25.646246,78.878072,
1359,,,25.4762376,78.7042972,
1360,,,25.508155,78.7533892,
1361,,,25.83375,78.9620801,
1362,,,25.7572667,78.8321318,
1363,,,25.323732,79.092128,
1364,,,25.5967832,79.1798073,
1365,,,25.569863,78.806811,
1366,,,25.270491,78.97665,
1367,,,25.3784593,78.766552,
1368,,,25.3396,78.515734,
1369,,,25.5740691,79.2955636,
1370,,,25.5320547,78.9839086,
1371,,,25.7333579,78.9529674,
1372,,,25.4487622,78.5898181,
1373,,,25.262106,79.1485572,
1374,,,25.8420069,78.8948085,
1375,,,25.1938527,78.4571235,
1376,,,27.109996,79.413265,
1377,,,27.158163,79.605121,
1378,,,27.029001,79.517139,
1379,,,26.978912,79.495024,
1380,,,26.9179315,79.5780194,
1381,,,26.956383,79.665472,
1382,,,26.963932,79.715074,
1383,,,26.874284,79.716868,
1384,,,27.137791,79.702566,
1385,,,27.123276,79.678535,
1386,,,27.03262,79.649329,
1387,,,27.101162,79.777031,
1388,,,27.072965,79.788154,
1389,,,27.017734,79.976283,
1390,,,27.033344,79.921202,
1391,,,27.011271,79.861056,
1392,,,26.970055,79.798025,
1393,,,27.129026,79.81269,
1394,,,27.115355,79.854707,
1395,,,27.13927,79.499338,
1396,,,27.028343,79.922214,
1397,,,26.965842,79.791962,
1398,,,26.3957025,79.8755561,
1399,,,26.377097,79.984446,
1400,,,26.1957649,79.7764875,
1401,,,26.254219,79.831499,
1402,,,26.2233796,79.83731,
1403,,,26.414206,79.795664,
1404,,,26.462913,79.732598,
1405,,,26.5545812,79.7232592,
1406,,,26.52837,80.057456,
1407,,,26.600623,80.047309,
1408,,,26.28088,79.89276,
1409,,,26.270833,79.938861,
1410,,,26.3032133,79.6844969,
1411,,,26.340475,79.664845,
1412,,,26.679273,79.778093,
1413,,,26.606079,79.87081,
1414,,,26.444111,79.6678976,
1415,,,26.41024,79.671058,
1416,,,26.3591836,80.0886263,
1417,,,26.3498616,80.0994094,
1418,,,26.3741307,79.6228738,
1419,,,26.371862,79.9525491,
1420,,,26.239747,79.8238105,
1421,,,26.4405132,79.7596804,
1422,,,26.5578834,80.0896536,
1423,,,26.7207818,79.9278481,
1424,,,26.362104,79.679564,
1425,,,26.1899113,80.4064923,
1426,,,26.211905,80.2731321,
1427,,,26.3767147,80.3435232,
1428,,,26.3392181,80.345356,
1429,,,26.349167,80.2892339,
1430,,,26.2864767,80.2852834,
1431,,,26.6865926,80.0575474,
1432,,,26.840288,80.071559,
1433,,,26.844014,80.096965,
1434,,,26.6483345,80.2035452,
1435,,,26.583235,80.177487,
1436,,,26.1234157,80.2168995,
1437,,,26.002843,80.157485,
1438,,,26.8547317,79.9559902,
1439,,,26.785026,80.008362,
1440,,,26.513473,80.198441,
1441,,,26.441265,80.206692,
1442,,,26.239132,80.201938,
1443,,,26.2322031,80.0300577,
1444,,,26.270272,80.4306593,
1445,,,26.286196,80.4856401,
1446,,,26.67367,80.12633,
1447,,,26.8578672,80.0211211,
1448,,,26.857567,80.023506,
1449,,,26.5122732,80.3202605,
1450,,,26.2348951,80.431452,
1451,,,26.6058785,80.2181296,
1452,,,26.5286,80.2080518,
1453,,,27.6310934,78.8636287,
1454,,,27.6258266,78.8388239,
1455,,,27.8375788,78.5413201,
1456,,,27.843969,78.611322,
1457,,,27.5794154,79.1254056,
1458,,,27.7850174,79.0142246,
1459,,,27.7611059,79.0593121,
1460,,,27.7074944,78.7371544,
1461,,,27.705727,78.7667507,
1462,,,27.790572,78.8267239,
1463,,,27.773496,78.801255,
1464,,,27.6791473,78.9604632,
1465,,,27.8950059,78.7498684,
1466,,,27.84656,78.685448,
1467,,,27.614058,79.029845,
1468,,,27.719407,78.856119,
1469,,,27.776406,78.661668,
1470,,,27.8617039,78.6538051,
1471,,,27.805088,78.789105,
1472,,,27.6956175,78.9997757,
1473,,,27.780095,78.8159953,
1474,,,27.4988899,77.6822694,
1475,,,27.592688,79.149415,
1476,,,27.838237,78.787092,
1477,,,27.8969394,78.5592138,
1478,,,25.401549,81.23512,
1479,,,25.4604771,81.2776747,
1480,,,25.4852646,81.3238872,
1481,,,25.4640596,81.3379264,
1482,,,25.5556167,81.5363272,
1483,,,25.597944,81.451606,
1484,,,25.4739292,81.6439003,
1485,,,25.4395092,81.6065748,
1486,,,25.3701341,81.5973502,
1487,,,25.610185,81.346645,
1488,,,25.668803,81.356713,
1489,,,25.694998,81.346113,
1490,,,25.328148,81.524366,
1491,,,25.357648,81.436178,
1492,,,25.381239,81.412351,
1493,,,25.6576305,81.3200729,
1494,,,25.5336583,81.3814502,
1495,,,25.430938,81.631661,
1496,,,28.1034333,80.4473484,
1497,,,27.864018,80.791644,
1498,,,27.8590333,80.8425668,
1499,,,27.885041,80.9451373,
1500,,,27.896722,81.054913,
1501,,,28.0406683,80.9535268,
1502,,,28.1721633,81.0672401,
1503,,,28.2100783,80.9174501,
1504,,,28.240293,80.8604886,
1505,,,27.9134533,80.6683401,
1506,,,27.921945,80.6961268,
1507,,,27.8832621,80.6350954,
1508,,,27.984683,80.58654,
1509,,,28.069956,80.482986,
1510,,,27.796045,80.491533,
1511,,,27.837896,80.505219,
1512,,,27.81887,80.169164,
1513,,,27.785249,80.2555968,
1514,,,28.0115607,80.3206696,
1515,,,28.028298,80.230747,
1516,,,28.153834,80.420776,
1517,,,28.437063,80.560134,
1518,,,28.452958,80.495349,
1519,,,28.189208,80.454908,
1520,,,28.2697242,80.5978875,
1521,,,28.04596,80.5634748,
1522,,,27.8062617,81.2229034,
1523,,,27.907418,81.207755,
1524,,,28.0011783,81.0824768,
1525,,,28.135122,81.032157,
1526,,,28.070215,80.804461,
1527,,,28.2310167,80.3200601,
1528,,,28.237004,80.550698,
1529,,,28.11342,80.734078,
1530,,,28.060615,80.701748,
1531,,,27.847123,81.039925,
1532,,,27.993244,81.014135,
1533,,,28.168972,80.908302,
1534,,,28.322326,80.69667,
1535,,,27.956082,80.498737,
1536,,,27.9287567,80.1264018,
1537,,,27.808301,80.071894,
1538,,,27.798483,80.561055,
1539,,,28.244322,80.615043,
1540,,,28.435152,80.531162,
1541,,,27.8788681,80.8231075,
1542,,,28.004189,81.084942,
1543,,,28.2385808,80.8583955,
1544,,,28.4288651,80.578725,
1545,,,27.8265643,80.4880429,
1546,,,27.946753,80.778963,
1547,,,27.948601,80.2090532,
1548,,,27.9708417,80.1127851,
1549,,,28.0925849,80.4578432,
1550,,,26.719266,84.0112762,
1551,,,26.6832685,84.0489457,
1552,,,26.6852673,84.0957115,
1553,,,26.650716,84.180369,
1554,,,26.7311526,83.8848196,
1555,,,26.888153,83.8056587,
1556,,,26.9318865,83.8464657,
1557,,,27.0517353,83.7378461,
1558,,,27.0745988,83.815647,
1559,,,27.1465061,83.9266647,
1560,,,26.865714,83.5765735,
1561,,,26.7594909,83.9701183,
1562,,,26.7057375,84.1846082,
1563,,,26.8146209,84.2020217,
1564,,,26.8609187,84.0727848,
1565,,,26.906118,83.6652891,
1566,,,26.87435,83.745674,
1567,,,26.8369004,83.6808341,
1568,,,26.8002199,83.8662273,
1569,,,26.678978,84.27203,
1570,,,26.755317,84.075587,
1571,,,26.6989947,83.7419134,
1572,,,26.697336,83.6628641,
1573,,,26.8401028,83.9534179,
1574,,,26.973473,83.919126,
1575,,,27.02257,83.8989868,
1576,,,27.0055903,83.9873531,
1577,,,26.842179,83.60508,
1578,,,26.7482497,83.9108513,
1579,,,26.877298,83.9565828,
1580,,,26.6916086,84.1692811,
1581,,,27.1970265,83.8741483,
1582,,,26.7315058,83.6862459,
1583,,,26.9276709,83.7186258,
1584,,,24.99507,78.4701218,
1585,,,24.980265,78.5044768,
1586,,,24.9974083,78.5897468,
1587,,,24.8631213,78.5834781,
1588,,,24.884499,78.466872,
1589,,,24.6586333,78.3347834,
1590,,,24.55221,78.3134051,
1591,,,24.319525,78.4086384,
1592,,,24.57972,78.4311668,
1593,,,24.5771867,78.6263234,
1594,,,24.39803,78.5563718,
1595,,,24.896377,78.3423349,
1596,,,24.6240166,78.7221938,
1597,,,24.316008,78.9205942,
1598,,,24.4788105,78.848776,
1599,,,24.826352,78.686153,
1600,,,24.4225717,78.5278718,
1601,,,24.622289,78.74887,
1602,,,24.3662297,78.7811345,
1603,,,24.580779,78.7218757,
1604,,,24.4854899,78.4072084,
1605,,,25.0346804,78.4241054,
1606,,,24.7003022,78.4041472,
1607,,,26.7688599,81.1097794,
1608,,,26.76853,81.150091,
1609,,,26.7684167,81.1020278,
1610,,,26.879,80.9742222,
1611,,,27.00125,80.9377778,
1612,,,27.0096667,80.8990833,
1613,,,26.856997,80.789526,
1614,,,26.984775,80.920947,
1615,,,26.867706,80.762144,
1616,,,26.9205,80.7136389,
1617,,,26.673191,80.839245,
1618,,,26.748078,80.860494,
1619,,,26.678986,80.990024,
1620,,,27.087227,80.898028,
1621,,,27.0231667,80.7393889,
1622,,,26.668309,80.986576,
1623,,,26.605392,81.130467,
1624,,,26.9246645,80.709689,
1625,,,26.848882,80.977893,
1626,,,26.826058,81.014126,
1627,,,27.1041539,80.9289258,
1628,,,26.83937,81.0114418,
1629,,,26.9303608,80.7119405,
1630,,,26.682576,80.98321,
1631,,,26.8392867,80.9431601,
1632,,,26.7240148,80.8863918,
1633,,,26.89947,81.0429818,
1634,,,25.532982,80.021585,
1635,,,25.393502,79.712497,
1636,,,25.474254,79.706326,
1637,,,25.2985944,79.9442869,
1638,,,25.436522,79.476709,
1639,,,25.4141816,79.5981912,
1640,,,25.352594,79.649163,
1641,,,25.1908215,79.6768838,
1642,,,25.3131757,79.6398127,
1643,,,25.4012751,79.7373808,
1644,,,25.2834133,79.8537101,
1645,,,26.970566,83.591458,
1646,,,27.0024282,83.4518122,
1647,,,27.225216,83.663752,
1648,,,27.310322,83.721363,
1649,,,27.142113,83.767253,
1650,,,27.1301345,83.7574096,
1651,,,27.142868,83.558795,
1652,,,27.141899,83.538022,
1653,,,27.2470082,83.5746499,
1654,,,27.1536285,83.5458105,
1655,,,27.2529245,83.3721789,
1656,,,27.446309,83.437618,
1657,,,27.4379012,83.4201213,
1658,,,27.425818,83.493711,
1659,,,27.204808,83.201236,
1660,,,27.210176,83.210753,
1661,,,27.1187,83.172522,
1662,,,27.103833,83.272152,
1663,,,27.108551,83.278603,
1664,,,26.9985356,83.4550745,
1665,,,27.311716,83.7244521,
1666,,,27.053862,83.713033,
1667,,,27.056597,83.719032,
1668,,,26.9740416,83.6133335,
1669,,,26.958108,83.592725,
1670,,,27.466707,83.480656,
1671,,,27.432748,83.433252,
1672,,,27.090825,83.7106899,
1673,,,27.104034,83.263887,
1674,,,26.995004,83.469523,
